Symbol,Lambda,Cluster,Close,Change,Volume,Market Cap,EPS,Beta (1Y),Sector,Name,image_url
NASDAQ:MBINM,0.693513268325129,1,25.3825,-0.0295391886569526,2871,1443438436.0,5.4542,0.120811515,Finance,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stoc",https://financialmodelingprep.com/image-stock/MBINM.png
NASDAQ:MBIN,0.6935033983150973,1,31.46,-0.6317119393556516,102287,1443438436.0,5.4542,0.9894996,Finance,Merchants Bancorp,https://logo.clearbit.com/mbin.com
NASDAQ:FSFG,0.6934932390442734,1,26.54,-2.6769343601026785,26174,183633877.00000003,2.8419,0.46440014,Finance,"First Savings Financial Group, Inc.",https://financialmodelingprep.com/image-stock/FSFG.png
NASDAQ:SRCE,0.6934834361831036,1,60.13,-0.6608293408227303,72885,1476967808.9999998,5.7493,0.8287404,Finance,1st Source Corporation,https://logo.clearbit.com/srce.com
NASDAQ:SIEB,0.693472266084451,1,4.54,6.323185011709613,161241,183461121.0,0.4556,0.75060815,Finance,Siebert Financial Corp.,https://logo.clearbit.com/sieb.com
NASDAQ:LKFN,0.6934631492279224,1,58.64,-1.3126893301918563,85955,1498656826.0,3.5096,0.8169858,Finance,Lakeland Financial Corporation,https://financialmodelingprep.com/image-stock/LKFN.png
NASDAQ:FXNC,0.6934529262353557,1,20.39,-0.5365853658536558,12534,183238731.0,0.8204,0.6845838,Finance,First National Corporation,https://financialmodelingprep.com/image-stock/FXNC.png
NASDAQ:TIGR,0.6934426276297849,1,8.75,-1.241534988713312,1812743,1534106447.0,0.3726,1.3795013,Finance,UP Fintech Holding Limited,https://financialmodelingprep.com/image-stock/TIGR.png
NASDAQ:NTWO,0.6934322119570434,1,10.16,0.0,809,182863490.0,0.113,0.007415556,Finance,Newbury Street II Acquisition Corp,https://logo.clearbit.com/ntwo.com
NASDAQ:FCCO,0.6934217801347923,1,23.25,-1.0638297872340423,32030,178597224.00000003,2.0102,0.8310178,Finance,First Community Corporation,https://financialmodelingprep.com/image-stock/FCCO.png
NASDAQ:NWBI,0.6934112743770442,1,12.17,-0.5718954248366036,553326,1554747407.0,0.8985,0.66763806,Finance,"Northwest Bancshares, Inc.",https://financialmodelingprep.com/image-stock/NWBI.png
NASDAQ:SWKH,0.6934006910176964,1,14.14,0.0,15934,173492349.0,1.4857,0.16466223,Finance,SWK Holdings Corporation,https://financialmodelingprep.com/image-stock/SWKH.png
NASDAQ:SWKHL,0.6933900311017035,1,25.52,0.0,1828,173492349.0,1.4857,0.022374492,Finance,SWK Holdings Corporation - 9.00% Senior Notes due 2027,https://financialmodelingprep.com/image-stock/SWKHL.png
NASDAQ:SEVN,0.6933794424894874,1,11.57,-0.9417808219178032,38240,172459493.0,1.1492,0.6213987,Finance,Seven Hills Realty Trust,https://financialmodelingprep.com/image-stock/SEVN.png
NASDAQ:FRAF,0.6933688501473357,1,38.55,-0.3618506073920924,9151,171867374.0,2.616,0.22713439,Finance,Franklin Financial Services Corporation,https://financialmodelingprep.com/image-stock/FRAF.png
NASDAQ:FBNC,0.6933581936970107,1,41.0,-0.4854368932038904,137426,1698226650.0,2.1181,0.9557296,Finance,First Bancorp,https://logo.clearbit.com/fbnc.com
NASDAQ:CHCO,0.6933474437724576,1,118.16,-0.5470919956232688,48063,1711253502.0,7.9829,0.5461325,Finance,City Holding Company,https://financialmodelingprep.com/image-stock/CHCO.png
NASDAQ:LARK,0.6933366338116972,1,29.23,-0.2048480710139936,6877,168908760.0,2.588,0.12700133,Finance,Landmark Bancorp Inc.,https://logo.clearbit.com/lark.com
NASDAQ:NKSH,0.6933256768631841,1,26.46,1.8867924528301967,23284,168374788.0,1.3635,0.6632558,Finance,"National Bankshares, Inc.",https://financialmodelingprep.com/image-stock/NKSH.png
NASDAQ:EFSI,0.6933147211733415,1,31.0,-0.2574002574002519,16015,166729212.99999997,2.0769,0.14230973,Finance,Eagle Financial Services Inc,https://financialmodelingprep.com/image-stock/EFSI.png
NASDAQ:MACI,0.6933036345955881,1,10.35,0.1936108422071594,1311,165600000.0,0.2685,0.0008450585,Finance,Melar Acquisition Corp. I,https://logo.clearbit.com/maci.com
NASDAQ:HNVR,0.6932924781208698,1,22.9,-0.4996741255702889,24663,165537941.0,1.307,0.9552257,Finance,"Hanover Bancorp, Inc.",https://logo.clearbit.com/hnvr.com
NASDAQ:CASH,0.6932812963152482,1,77.28,-0.3995360226833384,137420,1842782200.0,7.4269,0.9520542,Finance,"Pathward Financial, Inc.",https://logo.clearbit.com/cash.com
NASDAQ:BUSE,0.693270030185553,1,21.61,-0.9170105456212716,420903,1933890779.0,1.0966,1.0081502,Finance,First Busey Corporation,https://logo.clearbit.com/buse.com
NASDAQ:NMRK,0.6932586980763714,1,10.48,0.1912045889101297,1066399,1934100540.0,0.4037,1.1504958,Finance,"Newmark Group, Inc.",https://logo.clearbit.com/nmrk.com
NASDAQ:EFSCP,0.6932472839836464,1,19.2639,1.1228346456692857,1961,1941920289.0,5.1335,0.43703964,Finance,Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred,https://financialmodelingprep.com/image-stock/EFSCP.png
NASDAQ:STBA,0.6932358500831617,1,36.49,-0.3549972692517626,118591,1398673801.9999998,3.4878,0.7178168,Finance,"S&T Bancorp, Inc.",https://financialmodelingprep.com/image-stock/STBA.png
NASDAQ:TFINP,0.693224356000558,1,21.153,-0.22169811320755,1419,1377275072.0,0.3749,-0.016223272,Finance,"Triumph Financial, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock",https://financialmodelingprep.com/image-stock/TFINP.png
NASDAQ:TFIN,0.6932128556967938,1,58.17,0.2585315408479809,162225,1377275071.9999998,0.3749,1.2398518,Finance,"Triumph Financial, Inc.",https://logo.clearbit.com/tfin.com
NASDAQ:OPBK,0.6932011525765011,1,12.37,-3.018424147393191,87876,183680571.0,1.4187,0.67113465,Finance,OP Bancorp,https://financialmodelingprep.com/image-stock/OPBK.png
NASDAQ:IGIC,0.6931896548841117,1,23.09,0.6100217864923773,140737,1041565346.0000002,2.7216,0.9753744,Finance,International General Insurance Holdings Ltd.,https://financialmodelingprep.com/image-stock/IGIC.png
NASDAQ:PEBO,0.6931780507907709,1,29.26,-0.6788866259334667,94272,1042996831.0,3.1982,0.8923358,Finance,Peoples Bancorp Inc.,https://financialmodelingprep.com/image-stock/PEBO.png
NASDAQ:FUNC,0.6931662836846776,1,29.94,-0.8116614212357046,17706,193970302.0,3.498,0.92141426,Finance,First,https://financialmodelingprep.com/image-stock/FUNC.png
NASDAQ:FINW,0.6931544225083953,1,14.445,-1.331967213114756,14613,190888180.0,0.9696,0.69530565,Finance,FinWise Bancorp,https://financialmodelingprep.com/image-stock/FINW.png
NASDAQ:CSWC,0.6931425353461541,1,20.6,0.0485672656629507,665770,1106441482.0,1.4573,0.65775853,Finance,Capital Southwest Corporation,https://financialmodelingprep.com/image-stock/CSWC.png
NASDAQ:CSWCZ,0.6931305677595134,1,25.6,0.4670146383579913,2056,1106441482.0,1.4573,0.03681013,Finance,Capital Southwest Corporation - 7.75% Notes due 2028,https://financialmodelingprep.com/image-stock/CSWCZ.png
NASDAQ:WNEB,0.6931185582101694,1,9.16,-0.1090512540894197,45784,189713005.0,0.5312,0.69740474,Finance,"Western New England Bancorp, Inc.",https://financialmodelingprep.com/image-stock/WNEB.png
NASDAQ:DCOMP,0.6931063672456744,1,18.2,-0.1941279050637727,4218,1108171462.0,0.6352,0.104251236,Finance,"Dime Community Bancshares, Inc. - Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",https://logo.clearbit.com/dcomp.com
NASDAQ:DCOMG,0.6930940957411302,1,26.28,0.9216589861751228,1206,1108171462.0,0.6352,0.22886053,Finance,"Dime Community Bancshares, Inc. - 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034",https://financialmodelingprep.com/image-stock/DCOMG.png
NASDAQ:DCOM,0.6930818173799855,1,25.29,0.2378121284185443,157371,1108171462.0,0.6352,0.9479529,Finance,"Dime Community Bancshares, Inc.",https://financialmodelingprep.com/image-stock/DCOM.png
NASDAQ:PFBC,0.6930695154799902,1,83.08,0.703030303030301,87410,1112668647.0,9.5797,0.78784305,Finance,Preferred Bank,https://financialmodelingprep.com/image-stock/PFBC.png
NASDAQ:CPSS,0.6930570587879306,1,8.77,-2.447163515016692,8399,189079415.0,0.9036,0.095643446,Finance,"Consumer Portfolio Services, Inc.",https://financialmodelingprep.com/image-stock/CPSS.png
NASDAQ:BFC,0.6930446847663776,1,114.46,-0.0523925951798832,30592,1135182641.0,6.8132,0.83548105,Finance,Bank First Corporation,https://logo.clearbit.com/bfc.com
NASDAQ:QCRH,0.6930321011802001,1,67.67,-0.7771260997067465,66544,1145748988.9999998,6.6986,0.78089917,Finance,"QCR Holdings, Inc.",https://logo.clearbit.com/qcrh.com
NASDAQ:PVBC,0.6930194518191163,1,11.01,-0.0907441016333919,50044,195846284.0,0.2646,0.6925426,Finance,"Provident Bancorp, Inc.",https://logo.clearbit.com/pvbc.com
NASDAQ:FACT,0.6930067251742089,1,10.22,0.590551181102367,126,188948637.5,0.0554,-0.006462817,Finance,FACT II Acquisition Corp.,https://financialmodelingprep.com/image-stock/FACT.png
NASDAQ:PLMK,0.6929939549124307,1,10.15,0.0,87,187702671.1,0.045,0.020069836,Finance,Plum Acquisition Corp. IV,https://financialmodelingprep.com/image-stock/PLMK.png
NASDAQ:AHCO,0.6929811184101181,1,8.78,-1.7897091722595095,764686,1184842583.0000002,0.5776,0.32191613,Finance,AdaptHealth Corp.,https://logo.clearbit.com/ahco.com
NASDAQ:RBCAA,0.6929712875108562,1,69.87,-0.7810281170122083,16957,1213972774.0,6.0479,0.8303451,Finance,"Republic Bancorp, Inc.",https://financialmodelingprep.com/image-stock/RBCAA.png
NASDAQ:SAFT,0.692962137405882,1,81.62,-0.3053621595211921,34392,1215611741.0,4.8983,0.47258356,Finance,"Safety Insurance Group, Inc.",https://logo.clearbit.com/saft.com
NASDAQ:WABC,0.692952836964258,1,47.97,-0.7756748371082842,148796,1255887036.0,4.9952,0.7845486,Finance,Westamerica Bancorporation,https://logo.clearbit.com/wabc.com
NASDAQ:HOPE,0.6929436070244246,1,10.02,-0.5952380952381001,581078,1283121941.0,0.7857,0.8814713,Finance,"Hope Bancorp, Inc.",https://logo.clearbit.com/hope.com
NASDAQ:TCBK,0.6929344417501297,1,39.33,-0.8070617906683487,77110,1292322670.9999998,3.4371,0.8979221,Finance,TriCo Bancshares,https://logo.clearbit.com/tcbk.com
NASDAQ:CCB,0.6929253041604246,1,86.01,-1.5903890160183072,63681,1292409752.9999998,3.4821,0.887959,Finance,Coastal Financial Corporation,https://logo.clearbit.com/ccb.com
NASDAQ:ESSA,0.6929162115313382,1,18.27,-1.2432432432432454,13658,185525717.0,1.5515,0.81313384,Finance,"ESSA Bancorp, Inc.",https://logo.clearbit.com/essa.com
NASDAQ:VBTX,0.6929072059968433,1,23.98,-0.3325020781379812,273511,1301431085.0,2.0595,1.0704054,Finance,"Veritex Holdings, Inc.",https://financialmodelingprep.com/image-stock/VBTX.png
NASDAQ:LX,0.6928982725633123,1,7.82,1.164294954721861,3095731,1315820603.0,1.1025,1.4244723,Finance,LexinFintech Holdings Ltd.,https://logo.clearbit.com/lx.com
NASDAQ:ISTR,0.6928894307168839,1,18.72,0.5370569280343602,18285,184295542.0,2.2217,0.8965176,Finance,Investar Holding Corporation,https://logo.clearbit.com/istr.com
NASDAQ:UPBD,0.6928806677131675,1,22.88,-2.263989747970957,467033,1323048188.0,2.1947,0.9069664,Finance,"Upbound Group, Inc.",https://logo.clearbit.com/upbd.com
NASDAQ:NAVI,0.6928720243502042,1,13.25,0.151171579743005,525637,1340240351.0,0.5191,1.000802,Finance,Navient Corporation,https://logo.clearbit.com/navi.com
NASDAQ:SAMG,0.692863904377588,1,14.06,-1.986754966887418,35773,188540211.0,0.9452,0.74210244,Finance,Silvercrest Asset Management Group Inc.,https://financialmodelingprep.com/image-stock/SAMG.png
NASDAQ:ESQ,0.6928559972439862,1,88.69,-0.8496366685299107,32708,750449963.0,5.7197,0.6975197,Finance,"Esquire Financial Holdings, Inc.",https://logo.clearbit.com/esq.com
NASDAQ:MBCN,0.6928482432976014,1,29.08,-0.4450530640191802,6307,235001091.00000003,2.0046,0.9170333,Finance,Middlefield Banc Corp.,https://financialmodelingprep.com/image-stock/MBCN.png
NASDAQ:HBT,0.692840550723632,1,23.67,-0.8378718056137382,24837,745496921.0000001,2.3945,0.94111735,Finance,"HBT Financial, Inc.",https://financialmodelingprep.com/image-stock/HBT.png
NASDAQ:JMSB,0.6928330723392503,1,17.29,-0.4892086330935301,16204,246872435.0,1.2455,0.9900603,Finance,"John Marshall Bancorp, Inc.",https://financialmodelingprep.com/image-stock/JMSB.png
NASDAQ:BSVN,0.692825907185433,1,37.39,0.42976094547409,11760,353306961.0,4.7921,0.8239087,Finance,Bank7 Corp.,https://financialmodelingprep.com/image-stock/BSVN.png
NASDAQ:RWAYL,0.6928192461538544,1,24.975,-0.0999999999999943,16219,361896592.0,1.6673,0.03587525,Finance,Runway Growth Finance Corp. - 7.50% Notes due 2027,https://financialmodelingprep.com/image-stock/RWAYL.png
NASDAQ:RWAYZ,0.6928128355533315,1,25.14,0.1593625498007934,2913,361896592.0,1.6673,0.015846726,Finance,Runway Growth Finance Corp. - 8.00% Notes due 2027,https://financialmodelingprep.com/image-stock/RWAYZ.png
NASDAQ:RWAY,0.6928065506696999,1,9.69,0.9374999999999986,242810,361896592.00000006,1.6673,0.57734066,Finance,Runway Growth Finance Corp.,https://financialmodelingprep.com/image-stock/RWAY.png
NASDAQ:FRBA,0.6928003552401251,1,14.4,-0.6896551724137907,38426,361935397.00000006,1.5556,0.61455023,Finance,First Bank,https://financialmodelingprep.com/image-stock/FRBA.png
NASDAQ:RRBI,0.6927941034911388,1,55.39,0.0180570603105778,5374,370186637.00000006,5.3324,0.66226065,Finance,"Red River Bancshares, Inc.",https://financialmodelingprep.com/image-stock/RRBI.png
NASDAQ:CARE,0.6927866608558886,1,16.0,0.1878522229179672,85324,370544220.0,1.1986,0.7430116,Finance,"Carter Bankshares, Inc.",https://logo.clearbit.com/care.com
NASDAQ:BSRR,0.6927792578545452,1,27.09,-0.441014332965825,42593,374350467.0,2.855,0.97978836,Finance,Sierra Bancorp,https://financialmodelingprep.com/image-stock/BSRR.png
NASDAQ:GCBC,0.6927720344650035,1,22.02,-2.1333333333333355,19820,374930777.0,1.676,0.92099977,Finance,"Greene County Bancorp, Inc.",https://logo.clearbit.com/gcbc.com
NASDAQ:DHIL,0.6927648952539752,1,138.02,-0.9117668174312455,9400,376475915.0,14.8111,0.66293305,Finance,"Diamond Hill Investment Group, Inc.",https://financialmodelingprep.com/image-stock/DHIL.png
NASDAQ:GPAT,0.6927581344697055,1,10.48,-0.0953288846520475,8503,376624984.0,0.3239,0.017140841,Finance,GP-Act III Acquisition Corp.,https://financialmodelingprep.com/image-stock/GPAT.png
NASDAQ:VBNK,0.6927515977174564,1,11.68,0.6896551724137937,38960,379819392.00999993,0.8897045239999999,1.8641368,Finance,VersaBank,https://financialmodelingprep.com/image-stock/VBNK.png
NASDAQ:MVBF,0.6927452421756025,1,18.97,-0.2104155707522498,91044,246510146.0,1.4842,0.9468226,Finance,MVB Financial Corp.,https://financialmodelingprep.com/image-stock/MVBF.png
NASDAQ:HBCP,0.692739049656579,1,49.09,-1.1478050745066315,29344,382969168.0,4.8064,1.0317773,Finance,"Home Bancorp, Inc.",https://financialmodelingprep.com/image-stock/HBCP.png
NASDAQ:FBIZ,0.6927329798730331,1,47.75,0.0628667225482002,52845,397224611.0,5.5012,0.83245516,Finance,"First Business Financial Services, Inc.",https://logo.clearbit.com/fbiz.com
NASDAQ:BWB,0.692727070599927,1,14.7,-0.8766014834794389,68163,403367190.0,1.1136,1.0466949,Finance,"Bridgewater Bancshares, Inc.",https://logo.clearbit.com/bwb.com
NASDAQ:CCNE,0.6927213138779843,1,21.74,-1.091901728844413,44352,456090921.0,2.3364,0.92667854,Finance,CNB Financial Corporation,https://financialmodelingprep.com/image-stock/CCNE.png
NASDAQ:TSBK,0.6927156885129377,1,30.25,-0.4606778545574221,8433,239013718.0,3.2521,0.7419052,Finance,"Timberland Bancorp, Inc.",https://financialmodelingprep.com/image-stock/TSBK.png
NASDAQ:COFS,0.6927102143033388,1,29.37,-0.8105369807497413,78418,440087521.0,1.2237,0.74470013,Finance,"ChoiceOne Financial Services, Inc.",https://financialmodelingprep.com/image-stock/COFS.png
NASDAQ:ACNB,0.6927049496744829,1,41.98,-1.177024482109228,26923,439685303.0,2.9205,0.89007217,Finance,ACNB Corporation,https://logo.clearbit.com/acnb.com
NASDAQ:SNFCA,0.6926998190111545,1,9.72,-0.8163265306122455,18980,239523865.0,0.989,1.3461988,Finance,Security National Financial Corporation,https://financialmodelingprep.com/image-stock/SNFCA.png
NASDAQ:UNTY,0.6926947683970521,1,43.36,0.7669068092028777,54608,434949341.0,4.3406,0.9909506,Finance,"Unity Bancorp, Inc.",https://financialmodelingprep.com/image-stock/UNTY.png
NASDAQ:CIVB,0.6926898015286143,1,22.05,-1.2539184952977949,35319,342195538.0,2.2656,0.82782215,Finance,"Civista Bancshares, Inc.",https://logo.clearbit.com/civb.com
NASDAQ:ITIC,0.6926849867571567,1,229.73,-0.0304612706701573,123279,433332317.0,15.7703,0.6187443,Finance,Investors Title Company,https://financialmodelingprep.com/image-stock/ITIC.png
NASDAQ:AROW,0.6926803158325409,1,25.62,-1.233616037008482,63842,427222193.0,1.6988,0.8872811,Finance,Arrow Financial Corporation,https://financialmodelingprep.com/image-stock/AROW.png
NASDAQ:MLAC,0.6926758292846621,1,10.16,0.0,250080,241858800.0,0.0792,-0.004937427,Finance,Mountain Lake Acquisition Corp.,https://financialmodelingprep.com/image-stock/MLAC.png
NASDAQ:TCBX,0.6926714955515452,1,30.48,-0.8780487804878035,75231,421638647.0,3.3676,0.9763635,Finance,"Third Coast Bancshares, Inc.",https://financialmodelingprep.com/image-stock/TCBX.png
NASDAQ:NETD,0.692668889380209,1,11.05,0.0905797101449417,171966,421281257.0,0.2369,0.010772593,Finance,Nabors Energy Transition Corp. II,https://logo.clearbit.com/netd.com
NASDAQ:POLE,0.6926669278946246,1,10.28,0.0,3732,244252800.0,0.1797,0.005199849,Finance,Andretti Acquisition Corp. II,https://financialmodelingprep.com/image-stock/POLE.png
NASDAQ:BWBBP,0.6926651524677202,1,18.72,-0.1930028470585774,419,403367190.0,1.1136,0.13103856,Finance,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",https://financialmodelingprep.com/image-stock/BWBBP.png
NASDAQ:WSBF,0.69266357642906,1,12.62,-0.2371541501976374,37352,240733031.00000003,1.0164,0.60164416,Finance,"Waterstone Financial, Inc.",https://logo.clearbit.com/wsbf.com
NASDAQ:SSBK,0.6926621982740181,1,34.45,-0.4622941346431568,23180,342007533.00000006,3.8442,0.48889887,Finance,"Southern States Bancshares, Inc.",https://financialmodelingprep.com/image-stock/SSBK.png
NASDAQ:GSRT,0.6926612652021586,1,10.6,2.9126213592232904,5728509,248278500.0,0.0724,0.02071225,Finance,GSR III Acquisition Corp.,https://financialmodelingprep.com/image-stock/GSRT.png
NASDAQ:CWBC,0.692660102615951,1,17.68,-0.952380952380962,29294,337004570.00000006,0.6489,0.7915102,Finance,Community West Bancshares,https://financialmodelingprep.com/image-stock/CWBC.png
NASDAQ:SFST,0.6926592572987338,1,35.95,-1.2091233855454733,12856,293670710.0,2.2657,0.9354445,Finance,"Southern First Bancshares, Inc.",https://logo.clearbit.com/sfst.com
NASDAQ:BCML,0.6926586036880196,1,26.23,-1.242469879518066,21656,288712128.0,2.0995,0.7901073,Finance,BayCom Corp,https://financialmodelingprep.com/image-stock/BCML.png
NASDAQ:OBT,0.6926581576692675,1,25.15,-1.3725490196078487,15274,286301018.99999994,2.4132,0.8380156,Finance,"Orange County Bancorp, Inc.",https://logo.clearbit.com/obt.com
NASDAQ:RBB,0.6926578830221783,1,16.13,-1.1036174126302865,41777,286143905.00000006,1.164,0.8477814,Finance,RBB Bancorp,https://financialmodelingprep.com/image-stock/RBB.png
NASDAQ:NEWTH,0.6926576981534461,1,24.57,-0.0813338755591686,8314,283440224.0,1.9205,0.038730327,Finance,"NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",https://financialmodelingprep.com/image-stock/NEWTH.png
NASDAQ:NEWT,0.6926576720147926,1,10.76,0.373134328358201,133672,283440224.0,1.9205,1.2381206,Finance,"NewtekOne, Inc.",https://logo.clearbit.com/newt.com
NASDAQ:CZNC,0.6926578590656087,1,18.99,0.0,27667,294242275.0,1.7427,0.7463787,Finance,Citizens & Northern Corp,https://financialmodelingprep.com/image-stock/CZNC.png
NASDAQ:NEWTZ,0.692658280058698,1,24.6606,-0.0227031322214251,175,283440224.0,1.9205,0.06816111,Finance,"NewtekOne, Inc. - 5.50% Notes Due 2026",https://financialmodelingprep.com/image-stock/NEWTZ.png
NASDAQ:NEWTG,0.692658970522711,1,24.55,-1.1674718196457292,9798,283440224.0,1.9205,0.031684674,Finance,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",https://financialmodelingprep.com/image-stock/NEWTG.png
NASDAQ:CZFS,0.6926584098175661,1,59.05,-5.580428525743527,6802,281058610.0,5.9823,1.1663473,Finance,"Citizens Financial Services, Inc.",https://financialmodelingprep.com/image-stock/CZFS.png
NASDAQ:PCB,0.6926517226787504,1,19.5,-1.5151515151515187,26040,280549923.0,1.961,0.82028294,Finance,PCB Bancorp,https://logo.clearbit.com/pcb.com
NASDAQ:BWFG,0.6926452756470407,1,33.47,-0.8590047393364905,14979,263522284.0,1.5802,0.92089546,Finance,"Bankwell Financial Group, Inc.",https://financialmodelingprep.com/image-stock/BWFG.png
NASDAQ:HOND,0.6926382979294168,1,11.75,7.404021937842783,4761482,270250000.0,0.1426,-0.038661756,Finance,HCM II Acquisition Corp.,https://financialmodelingprep.com/image-stock/HOND.png
NASDAQ:FLIC,0.6926310020312724,1,11.79,0.8554319931565411,35443,267391513.0,0.7272,0.78367627,Finance,The First of Long Island Corporation,https://financialmodelingprep.com/image-stock/FLIC.png
NASDAQ:NEWTI,0.6926240722643415,1,24.88,0.3225806451612834,1089,283440224.0,1.9205,-0.053737517,Finance,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",https://financialmodelingprep.com/image-stock/NEWTI.png
NASDAQ:CCNEP,0.6926172913262537,1,24.2,0.0,125,456090921.0,2.3364,-0.3130615,Finance,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual",https://financialmodelingprep.com/image-stock/CCNEP.png
NASDAQ:FSBW,0.692610668745604,1,38.63,0.3376623376623443,13721,297351697.0,4.4306,0.739497,Finance,"FS Bancorp, Inc.",https://logo.clearbit.com/fsbw.com
NASDAQ:ATII,0.6926042213759207,1,10.08,0.0993048659384288,16700,298267200.0,0.0362,0.019132942,Finance,Archimedes Tech SPAC Partners II Co.,https://financialmodelingprep.com/image-stock/ATII.png
NASDAQ:USCB,0.6925978946747896,1,16.65,0.3012048192770912,14110,333805612.99999994,1.4014,0.97368103,Finance,"USCB Financial Holdings, Inc.",https://financialmodelingprep.com/image-stock/USCB.png
NASDAQ:CCIX,0.6925925743676851,1,11.2,0.9009009009008978,561213,330120000.0,0.3145,0.11153427,Finance,Churchill Capital Corp IX,https://financialmodelingprep.com/image-stock/CCIX.png
NASDAQ:LNKB,0.6925875869878362,1,6.88,0.4379562043795657,23639,257209711.00000003,0.967,0.56667745,Finance,"LINKBANCORP, Inc.",https://financialmodelingprep.com/image-stock/LNKB.png
NASDAQ:WTBA,0.692582818742778,1,19.34,-0.1033057851239647,30978,327296215.00000006,1.5494,0.862298,Finance,West Bancorporation,https://financialmodelingprep.com/image-stock/WTBA.png
NASDAQ:FMAO,0.6925781941927985,1,23.58,-0.7575757575757713,12388,323472473.0,1.9885,1.0333414,Finance,"Farmers & Merchants Bancorp, Inc.",https://financialmodelingprep.com/image-stock/FMAO.png
NASDAQ:BACQ,0.6925739388228411,1,10.17,0.0984251968503916,344,258572250.0,0.1175,0.026762575,Finance,Bleichroeder Acquisition Corp. I,https://logo.clearbit.com/bacq.com
NASDAQ:PBFS,0.6925698975295456,1,11.52,-0.6039689387402958,12915,297827634.0,0.7021,0.3693489,Finance,"Pioneer Bancorp, Inc.",https://financialmodelingprep.com/image-stock/PBFS.png
NASDAQ:NECB,0.6925649439388917,1,22.89,-0.3916449086161873,20214,320995057.0,3.582,0.8770983,Finance,"NorthEast Community Bancorp, Inc.",https://financialmodelingprep.com/image-stock/NECB.png
NASDAQ:WTF,0.6925594324630641,1,6.51,-3.412462908011876,26141,309753761.73,0.0046,-0.32712784,Finance,Waton Financial Limited,https://financialmodelingprep.com/image-stock/WTF.png
NASDAQ:REFI,0.6925539274370475,1,14.5,-0.206469373709562,94531,304028124.0,1.926,0.48056126,Finance,"Chicago Atlantic Real Estate Finance, Inc.",https://logo.clearbit.com/refi.com
NASDAQ:PLBC,0.6925488497722841,1,43.73,-0.4552697473252967,5474,259279792.0,5.007,0.46584016,Finance,Plumas Bancorp,https://financialmodelingprep.com/image-stock/PLBC.png
NASDAQ:MBAV,0.6925441439204539,1,10.45,0.0,41745,300437500.0,0.2269,0.013614975,Finance,M3-Brigade Acquisition V Corp.,https://financialmodelingprep.com/image-stock/MBAV.png
NASDAQ:ALF,0.6925396853462054,1,10.43,-0.3820439350525398,535,299862500.0,0.3001,0.013122213,Finance,Centurion Acquisition Corp.,https://logo.clearbit.com/alf.com
NASDAQ:VACH,0.6925355348317551,1,10.31,0.0,105,260843000.0,0.2095,0.018408978,Finance,Voyager Acquisition Corp,https://financialmodelingprep.com/image-stock/VACH.png
NASDAQ:PDLB,0.6925317279272609,1,13.3,0.6051437216338886,44373,318997849.0,0.6032,0.926895,Finance,"Ponce Financial Group, Inc.",https://financialmodelingprep.com/image-stock/PDLB.png
NASDAQ:RMR,0.6925283098374388,1,14.47,0.2772002772002836,88693,461263757.0,1.1996,0.57641894,Finance,The RMR Group Inc.,https://logo.clearbit.com/rmr.com
NASDAQ:ANSC,0.6925252899629238,1,10.74,0.0,387,463162490.0,0.1912,0.00010844088,Finance,Agriculture & Natural Solutions Acquisition Corporation,https://financialmodelingprep.com/image-stock/ANSC.png
NASDAQ:GLRE,0.6925226999609728,1,13.5,-0.2954209748892109,129805,466498323.00000006,1.3512,0.50837743,Finance,"Greenlight Reinsurance, Ltd.",https://financialmodelingprep.com/image-stock/GLRE.png
NASDAQ:FRST,0.6925207243601686,1,9.28,-0.2150537634408747,75454,229426969.00000003,0.1612,1.0034921,Finance,Primis Financial Corp.,https://logo.clearbit.com/frst.com
NASDAQ:JFIN,0.692519967741473,1,12.82,-5.037037037037035,90595,684197563.0,2.7647,0.5195608,Finance,Jiayin Group Inc.,https://financialmodelingprep.com/image-stock/JFIN.png
NASDAQ:LIEN,0.6925183217500864,1,10.17,-1.739130434782606,44831,232083550.00000003,0.8646,0.27093616,Finance,"Chicago Atlantic BDC, Inc.",https://financialmodelingprep.com/image-stock/LIEN.png
NASDAQ:CAC,0.6925179419685565,1,39.32,-0.7070707070707098,56489,664592951.0,3.1596,0.92901546,Finance,Camden National Corporation,https://logo.clearbit.com/cac.com
